event_id,shipment_id,event_timestamp,location,latitude,longitude,event_type,status
EVT000013682,SHP0003062,2026-07-07 15:39:00,Ahmedabad,22.986177,72.501602,ORDER_CREATED,Order Created
EVT000013683,SHP0003062,2026-07-08 06:39:00,Mumbai,19.05738,72.866969,PICKED_UP,Picked Up
EVT000013684,SHP0003062,2026-07-08 05:39:00,Bengaluru,12.93765,77.633105,AT_WAREHOUSE,At Warehouse
EVT000013685,SHP0003062,2026-07-09 09:39:00,Chennai,13.097315,80.317763,IN_TRANSIT,In Transit
EVT000013686,SHP0003063,2026-05-31 03:37:00,New Delhi,28.589335,77.204985,ORDER_CREATED,Order Created
EVT000013687,SHP0003063,2026-05-31 14:37:00,Mumbai,19.073019,72.893558,PICKED_UP,Picked Up
EVT000013688,SHP0003063,2026-06-01 13:37:00,Bengaluru,12.974444,77.580763,AT_WAREHOUSE,At Warehouse
EVT000013689,SHP0003063,2026-06-01 06:37:00,Chennai,13.088845,80.280614,IN_TRANSIT,In Transit
EVT000013690,SHP0003063,2026-06-02 07:37:00,Hyderabad,17.335046,78.451154,OUT_FOR_DELIVERY,Out For Delivery
EVT000013691,SHP0003063,2026-06-01 14:37:00,Hyderabad,17.342509,78.515325,DELIVERED,Delivered
EVT000013692,SHP0003064,2026-05-28 07:14:00,New Delhi,28.600948,77.208459,ORDER_CREATED,Order Created
EVT000013693,SHP0003064,2026-05-28 20:14:00,Mumbai,19.06088,72.953548,PICKED_UP,Picked Up
EVT000013694,SHP0003064,2026-05-29 05:14:00,Bengaluru,12.973174,77.648286,AT_WAREHOUSE,At Warehouse
EVT000013695,SHP0003065,2026-07-01 14:42:00,Mumbai,19.095082,72.863821,ORDER_CREATED,Order Created
EVT000013696,SHP0003065,2026-07-01 21:42:00,Bengaluru,12.995503,77.581042,PICKED_UP,Picked Up
EVT000013697,SHP0003065,2026-07-02 08:42:00,Chennai,13.098462,80.26109,AT_WAREHOUSE,At Warehouse
EVT000013698,SHP0003065,2026-07-03 20:42:00,Hyderabad,17.415419,78.528661,IN_TRANSIT,In Transit
EVT000013699,SHP0003065,2026-07-04 02:42:00,Hyderabad,17.416474,78.485688,OUT_FOR_DELIVERY,Out For Delivery
EVT000013700,SHP0003066,2026-05-02 12:52:00,Chennai,13.110193,80.25601,ORDER_CREATED,Order Created
EVT000013701,SHP0003066,2026-05-03 04:52:00,Mumbai,19.024936,72.930547,PICKED_UP,Picked Up
EVT000013702,SHP0003066,2026-05-03 22:52:00,Bengaluru,12.925032,77.587945,AT_WAREHOUSE,At Warehouse
EVT000013703,SHP0003066,2026-05-03 21:52:00,Hyderabad,17.349058,78.536901,IN_TRANSIT,In Transit
EVT000013704,SHP0003066,2026-05-04 08:52:00,Hyderabad,17.456776,78.490784,OUT_FOR_DELIVERY,Out For Delivery
EVT000013705,SHP0003066,2026-05-03 18:52:00,Hyderabad,17.363406,78.49825,DELIVERED,Delivered
EVT000013706,SHP0003067,2026-02-23 17:42:00,Hyderabad,17.387371,78.50862,ORDER_CREATED,Order Created
EVT000013707,SHP0003067,2026-02-24 01:42:00,Mumbai,19.057626,72.885151,PICKED_UP,Picked Up
EVT000013708,SHP0003067,2026-02-25 01:42:00,Bengaluru,12.981657,77.582336,AT_WAREHOUSE,At Warehouse
EVT000013709,SHP0003068,2026-07-09 17:34:00,Hyderabad,17.360124,78.456078,ORDER_CREATED,Order Created
EVT000013710,SHP0003068,2026-07-10 12:34:00,Mumbai,19.056132,72.885538,PICKED_UP,Picked Up
EVT000013711,SHP0003068,2026-07-11 07:34:00,Bengaluru,12.936392,77.561037,AT_WAREHOUSE,At Warehouse
EVT000013712,SHP0003068,2026-07-11 02:34:00,Chennai,13.087004,80.246042,IN_TRANSIT,In Transit
EVT000013713,SHP0003068,2026-07-12 05:34:00,Chennai,13.043484,80.241978,OUT_FOR_DELIVERY,Out For Delivery
EVT000013714,SHP0003069,2026-09-11 20:06:00,Mumbai,19.04052,72.882996,ORDER_CREATED,Order Created
EVT000013715,SHP0003069,2026-09-12 11:06:00,Bengaluru,12.965947,77.63024,PICKED_UP,Picked Up
EVT000013716,SHP0003069,2026-09-12 12:06:00,Chennai,13.077448,80.285134,AT_WAREHOUSE,At Warehouse
EVT000013717,SHP0003069,2026-09-14 05:06:00,Hyderabad,17.403931,78.489435,IN_TRANSIT,In Transit
EVT000013718,SHP0003069,2026-09-13 00:06:00,Hyderabad,17.395656,78.448395,OUT_FOR_DELIVERY,Out For Delivery
EVT000013719,SHP0003069,2026-09-14 03:06:00,Hyderabad,17.396627,78.48212,DELIVERED,Delivered
EVT000013720,SHP0003070,2026-09-08 10:20:00,Chennai,13.085755,80.311964,ORDER_CREATED,Order Created
EVT000013721,SHP0003070,2026-09-08 19:20:00,Mumbai,19.100958,72.880215,PICKED_UP,Picked Up
EVT000013722,SHP0003070,2026-09-09 14:20:00,Bengaluru,13.014928,77.555522,AT_WAREHOUSE,At Warehouse
EVT000013723,SHP0003071,2026-04-06 06:13:00,Chennai,13.093376,80.270243,ORDER_CREATED,Order Created
EVT000013724,SHP0003071,2026-04-06 23:13:00,Mumbai,19.056562,72.852436,PICKED_UP,Picked Up
EVT000013725,SHP0003071,2026-04-07 00:13:00,Bengaluru,13.026983,77.597692,AT_WAREHOUSE,At Warehouse
EVT000013726,SHP0003071,2026-04-08 15:13:00,Hyderabad,17.407523,78.474104,IN_TRANSIT,In Transit
EVT000013727,SHP0003071,2026-04-09 10:13:00,Hyderabad,17.423781,78.462657,OUT_FOR_DELIVERY,Out For Delivery
EVT000013728,SHP0003072,2026-07-24 23:14:00,Ahmedabad,23.006259,72.586269,ORDER_CREATED,Order Created
EVT000013729,SHP0003072,2026-07-25 18:14:00,Mumbai,19.116541,72.93722,PICKED_UP,Picked Up
EVT000013730,SHP0003072,2026-07-25 21:14:00,Bengaluru,12.990244,77.573998,AT_WAREHOUSE,At Warehouse
EVT000013731,SHP0003073,2026-04-26 02:43:00,Bengaluru,12.973542,77.595549,ORDER_CREATED,Order Created
EVT000013732,SHP0003073,2026-04-26 18:43:00,Mumbai,19.045583,72.85344,PICKED_UP,Picked Up
EVT000013733,SHP0003073,2026-04-27 14:43:00,Chennai,13.046262,80.217723,AT_WAREHOUSE,At Warehouse
EVT000013734,SHP0003074,2026-01-01 08:41:00,Mumbai,19.120085,72.889946,ORDER_CREATED,Order Created
EVT000013735,SHP0003074,2026-01-01 23:41:00,Bengaluru,13.032501,77.563603,PICKED_UP,Picked Up
EVT000013736,SHP0003074,2026-01-02 04:41:00,Chennai,13.129932,80.307804,AT_WAREHOUSE,At Warehouse
EVT000013737,SHP0003075,2026-07-12 19:56:00,Mumbai,19.042444,72.892588,ORDER_CREATED,Order Created
EVT000013738,SHP0003075,2026-07-13 05:56:00,Bengaluru,13.001209,77.570425,PICKED_UP,Picked Up
EVT000013739,SHP0003075,2026-07-14 07:56:00,Chennai,13.104453,80.263247,AT_WAREHOUSE,At Warehouse
EVT000013740,SHP0003075,2026-07-14 13:56:00,Hyderabad,17.355001,78.503398,IN_TRANSIT,In Transit
EVT000013741,SHP0003076,2026-07-29 17:59:00,Ahmedabad,22.962616,72.572196,ORDER_CREATED,Order Created
EVT000013742,SHP0003076,2026-07-30 05:59:00,Mumbai,19.052777,72.843629,PICKED_UP,Picked Up
EVT000013743,SHP0003076,2026-07-30 07:59:00,Bengaluru,12.95438,77.582879,AT_WAREHOUSE,At Warehouse
EVT000013744,SHP0003077,2026-08-07 09:06:00,Ahmedabad,23.002473,72.544913,ORDER_CREATED,Order Created
EVT000013745,SHP0003077,2026-08-07 23:06:00,Mumbai,19.060767,72.878854,PICKED_UP,Picked Up
EVT000013746,SHP0003077,2026-08-08 03:06:00,Bengaluru,12.973863,77.562876,AT_WAREHOUSE,At Warehouse
EVT000013747,SHP0003077,2026-08-09 15:06:00,Chennai,13.04206,80.286546,IN_TRANSIT,In Transit
EVT000013748,SHP0003077,2026-08-10 05:06:00,Hyderabad,17.325398,78.490191,OUT_FOR_DELIVERY,Out For Delivery
EVT000013749,SHP0003077,2026-08-09 16:06:00,Hyderabad,17.37751,78.447457,DELIVERED,Delivered
EVT000013750,SHP0003078,2026-03-01 19:18:00,Ahmedabad,22.971092,72.597223,ORDER_CREATED,Order Created
EVT000013751,SHP0003078,2026-03-02 14:18:00,Mumbai,19.039222,72.878438,PICKED_UP,Picked Up
EVT000013752,SHP0003078,2026-03-02 19:18:00,Bengaluru,12.938633,77.629895,AT_WAREHOUSE,At Warehouse
EVT000013753,SHP0003079,2026-05-09 06:11:00,Ahmedabad,23.010149,72.577549,ORDER_CREATED,Order Created
EVT000013754,SHP0003079,2026-05-10 01:11:00,Mumbai,19.040107,72.918591,PICKED_UP,Picked Up
EVT000013755,SHP0003079,2026-05-10 14:11:00,Bengaluru,12.950896,77.589801,AT_WAREHOUSE,At Warehouse
EVT000013756,SHP0003080,2026-05-03 17:19:00,Chennai,13.062768,80.251949,ORDER_CREATED,Order Created
EVT000013757,SHP0003080,2026-05-04 10:19:00,Mumbai,19.090122,72.841859,PICKED_UP,Picked Up
EVT000013758,SHP0003080,2026-05-04 13:19:00,Bengaluru,12.966523,77.562899,AT_WAREHOUSE,At Warehouse
EVT000013759,SHP0003080,2026-05-04 23:19:00,Hyderabad,17.433825,78.47754,IN_TRANSIT,In Transit
EVT000013760,SHP0003081,2026-04-29 03:58:00,New Delhi,28.624463,77.194023,ORDER_CREATED,Order Created
EVT000013761,SHP0003081,2026-04-29 21:58:00,Mumbai,19.076533,72.845617,PICKED_UP,Picked Up
EVT000013762,SHP0003081,2026-04-29 21:58:00,Bengaluru,12.995517,77.619466,AT_WAREHOUSE,At Warehouse
EVT000013763,SHP0003082,2026-08-22 22:44:00,Ahmedabad,23.010683,72.550996,ORDER_CREATED,Order Created
EVT000013764,SHP0003082,2026-08-23 13:44:00,Mumbai,19.074517,72.873283,PICKED_UP,Picked Up
EVT000013765,SHP0003082,2026-08-24 10:44:00,Bengaluru,12.939379,77.652207,AT_WAREHOUSE,At Warehouse
EVT000013766,SHP0003082,2026-08-24 01:44:00,Chennai,13.089132,80.218149,IN_TRANSIT,In Transit
EVT000013767,SHP0003082,2026-08-23 22:44:00,Hyderabad,17.376335,78.51277,OUT_FOR_DELIVERY,Out For Delivery
EVT000013768,SHP0003082,2026-08-24 14:44:00,Hyderabad,17.459983,78.490797,DELIVERED,Delivered
EVT000013769,SHP0003083,2026-02-21 05:35:00,Chennai,13.094689,80.252482,ORDER_CREATED,Order Created
EVT000013770,SHP0003083,2026-02-21 21:35:00,Mumbai,19.069325,72.854313,PICKED_UP,Picked Up
EVT000013771,SHP0003083,2026-02-22 01:35:00,Bengaluru,12.977082,77.601096,AT_WAREHOUSE,At Warehouse
EVT000013772,SHP0003083,2026-02-22 05:35:00,Hyderabad,17.412111,78.432371,IN_TRANSIT,In Transit
EVT000013773,SHP0003083,2026-02-22 21:35:00,Hyderabad,17.357271,78.528925,OUT_FOR_DELIVERY,Out For Delivery
EVT000013774,SHP0003084,2026-02-14 17:49:00,Ahmedabad,22.989743,72.516547,ORDER_CREATED,Order Created
EVT000013775,SHP0003084,2026-02-15 02:49:00,Mumbai,19.068364,72.84161,PICKED_UP,Picked Up
EVT000013776,SHP0003084,2026-02-16 07:49:00,Bengaluru,12.946308,77.566519,AT_WAREHOUSE,At Warehouse
EVT000013777,SHP0003084,2026-02-16 14:49:00,Chennai,13.102586,80.284209,IN_TRANSIT,In Transit
EVT000013778,SHP0003084,2026-02-17 01:49:00,Hyderabad,17.399715,78.527187,OUT_FOR_DELIVERY,Out For Delivery
EVT000013779,SHP0003084,2026-02-18 16:49:00,Hyderabad,17.38992,78.477018,DELIVERED,Delivered
EVT000013780,SHP0003085,2026-04-23 17:27:00,Hyderabad,17.366871,78.518372,ORDER_CREATED,Order Created
EVT000013781,SHP0003085,2026-04-24 07:27:00,Mumbai,19.043147,72.886693,PICKED_UP,Picked Up
EVT000013782,SHP0003085,2026-04-24 17:27:00,Bengaluru,12.963938,77.601408,AT_WAREHOUSE,At Warehouse
EVT000013783,SHP0003085,2026-04-24 14:27:00,Chennai,13.069139,80.214088,IN_TRANSIT,In Transit
EVT000013784,SHP0003085,2026-04-25 13:27:00,Chennai,13.072899,80.267176,OUT_FOR_DELIVERY,Out For Delivery
EVT000013785,SHP0003086,2026-01-22 07:20:00,Bengaluru,12.964437,77.605495,ORDER_CREATED,Order Created
EVT000013786,SHP0003086,2026-01-22 17:20:00,Mumbai,19.051017,72.944716,PICKED_UP,Picked Up
EVT000013787,SHP0003086,2026-01-23 21:20:00,Chennai,13.049623,80.190782,AT_WAREHOUSE,At Warehouse
EVT000013788,SHP0003087,2026-07-03 20:41:00,Mumbai,19.089958,72.870423,ORDER_CREATED,Order Created
EVT000013789,SHP0003087,2026-07-04 06:41:00,Bengaluru,12.964196,77.581909,PICKED_UP,Picked Up
EVT000013790,SHP0003087,2026-07-05 04:41:00,Chennai,13.061363,80.263477,AT_WAREHOUSE,At Warehouse
EVT000013791,SHP0003087,2026-07-04 23:41:00,Hyderabad,17.325878,78.50229,IN_TRANSIT,In Transit
EVT000013792,SHP0003088,2026-03-25 04:00:00,Chennai,13.099125,80.283696,ORDER_CREATED,Order Created
EVT000013793,SHP0003088,2026-03-25 20:00:00,Mumbai,19.054399,72.857426,PICKED_UP,Picked Up
EVT000013794,SHP0003088,2026-03-25 16:00:00,Bengaluru,12.988468,77.577957,AT_WAREHOUSE,At Warehouse
EVT000013795,SHP0003089,2026-09-11 12:10:00,Mumbai,19.080283,72.898653,ORDER_CREATED,Order Created
EVT000013796,SHP0003089,2026-09-12 01:10:00,Bengaluru,12.957647,77.594624,PICKED_UP,Picked Up
EVT000013797,SHP0003089,2026-09-12 02:10:00,Chennai,13.058991,80.258198,AT_WAREHOUSE,At Warehouse
EVT000013798,SHP0003089,2026-09-12 18:10:00,Hyderabad,17.394058,78.494037,IN_TRANSIT,In Transit
EVT000013799,SHP0003089,2026-09-13 08:10:00,Hyderabad,17.386435,78.454212,OUT_FOR_DELIVERY,Out For Delivery
EVT000013800,SHP0003090,2026-04-14 01:04:00,Mumbai,19.052884,72.921897,ORDER_CREATED,Order Created
EVT000013801,SHP0003090,2026-04-14 17:04:00,Bengaluru,12.937972,77.593094,PICKED_UP,Picked Up
EVT000013802,SHP0003090,2026-04-14 19:04:00,Chennai,13.051261,80.250687,AT_WAREHOUSE,At Warehouse
EVT000013803,SHP0003090,2026-04-16 07:04:00,Hyderabad,17.327371,78.486663,IN_TRANSIT,In Transit
EVT000013804,SHP0003090,2026-04-16 01:04:00,Hyderabad,17.337699,78.5486,OUT_FOR_DELIVERY,Out For Delivery
EVT000013805,SHP0003090,2026-04-16 08:04:00,Hyderabad,17.370326,78.470257,DELIVERED,Delivered
EVT000013806,SHP0003091,2026-05-03 13:18:00,New Delhi,28.586422,77.209514,ORDER_CREATED,Order Created
EVT000013807,SHP0003091,2026-05-04 06:18:00,Mumbai,19.08425,72.823517,PICKED_UP,Picked Up
EVT000013808,SHP0003091,2026-05-04 13:18:00,Bengaluru,12.980095,77.548453,AT_WAREHOUSE,At Warehouse
EVT000013809,SHP0003091,2026-05-04 16:18:00,Chennai,13.094218,80.231834,IN_TRANSIT,In Transit
EVT000013810,SHP0003091,2026-05-06 01:18:00,Hyderabad,17.36749,78.446624,OUT_FOR_DELIVERY,Out For Delivery
EVT000013811,SHP0003091,2026-05-06 01:18:00,Hyderabad,17.350206,78.551577,DELIVERED,Delivered
EVT000013812,SHP0003092,2026-02-09 15:41:00,Mumbai,19.101717,72.872166,ORDER_CREATED,Order Created
EVT000013813,SHP0003092,2026-02-10 06:41:00,Bengaluru,13.00568,77.555886,PICKED_UP,Picked Up
EVT000013814,SHP0003092,2026-02-11 01:41:00,Chennai,13.061059,80.296875,AT_WAREHOUSE,At Warehouse
EVT000013815,SHP0003092,2026-02-11 00:41:00,Hyderabad,17.354638,78.462228,IN_TRANSIT,In Transit
EVT000013816,SHP0003092,2026-02-11 03:41:00,Hyderabad,17.449786,78.484619,OUT_FOR_DELIVERY,Out For Delivery
EVT000013817,SHP0003092,2026-02-11 02:41:00,Hyderabad,17.404925,78.447501,DELIVERED,Delivered
EVT000013818,SHP0003093,2026-05-21 10:47:00,Ahmedabad,22.956851,72.611909,ORDER_CREATED,Order Created
EVT000013819,SHP0003093,2026-05-21 22:47:00,Mumbai,19.0913,72.901645,PICKED_UP,Picked Up
EVT000013820,SHP0003093,2026-05-21 22:47:00,Bengaluru,12.950578,77.642961,AT_WAREHOUSE,At Warehouse
EVT000013821,SHP0003093,2026-05-22 04:47:00,Chennai,13.165715,80.276337,IN_TRANSIT,In Transit
EVT000013822,SHP0003094,2026-02-24 13:59:00,Bengaluru,12.979857,77.575577,ORDER_CREATED,Order Created
EVT000013823,SHP0003094,2026-02-25 00:59:00,Mumbai,19.06842,72.89803,PICKED_UP,Picked Up
EVT000013824,SHP0003094,2026-02-26 01:59:00,Chennai,13.08759,80.285783,AT_WAREHOUSE,At Warehouse
EVT000013825,SHP0003094,2026-02-26 22:59:00,Hyderabad,17.392491,78.458518,IN_TRANSIT,In Transit
EVT000013826,SHP0003094,2026-02-25 13:59:00,Hyderabad,17.438323,78.496568,OUT_FOR_DELIVERY,Out For Delivery
EVT000013827,SHP0003095,2026-09-07 23:01:00,Mumbai,19.094172,72.898484,ORDER_CREATED,Order Created
EVT000013828,SHP0003095,2026-09-08 11:01:00,Bengaluru,12.935742,77.580302,PICKED_UP,Picked Up
EVT000013829,SHP0003095,2026-09-08 15:01:00,Chennai,13.108556,80.262859,AT_WAREHOUSE,At Warehouse
EVT000013830,SHP0003095,2026-09-09 17:01:00,Hyderabad,17.389816,78.537064,IN_TRANSIT,In Transit
EVT000013831,SHP0003095,2026-09-11 03:01:00,Hyderabad,17.382905,78.436647,OUT_FOR_DELIVERY,Out For Delivery
EVT000013832,SHP0003096,2026-08-19 15:18:00,New Delhi,28.597641,77.208855,ORDER_CREATED,Order Created
EVT000013833,SHP0003096,2026-08-20 02:18:00,Mumbai,19.099109,72.873911,PICKED_UP,Picked Up
EVT000013834,SHP0003096,2026-08-20 21:18:00,Bengaluru,12.943634,77.543715,AT_WAREHOUSE,At Warehouse
EVT000013835,SHP0003096,2026-08-20 21:18:00,Chennai,13.031057,80.321834,IN_TRANSIT,In Transit
EVT000013836,SHP0003096,2026-08-22 07:18:00,Hyderabad,17.418023,78.529479,OUT_FOR_DELIVERY,Out For Delivery
EVT000013837,SHP0003097,2026-08-15 07:20:00,Hyderabad,17.438977,78.479303,ORDER_CREATED,Order Created
EVT000013838,SHP0003097,2026-08-15 14:20:00,Mumbai,19.038959,72.902399,PICKED_UP,Picked Up
EVT000013839,SHP0003097,2026-08-16 11:20:00,Bengaluru,12.923322,77.586963,AT_WAREHOUSE,At Warehouse
EVT000013840,SHP0003098,2026-08-17 05:12:00,New Delhi,28.65743,77.2204,ORDER_CREATED,Order Created
EVT000013841,SHP0003098,2026-08-17 15:12:00,Mumbai,19.06586,72.898728,PICKED_UP,Picked Up
EVT000013842,SHP0003098,2026-08-18 03:12:00,Bengaluru,13.016809,77.640887,AT_WAREHOUSE,At Warehouse
EVT000013843,SHP0003099,2026-04-07 10:11:00,Chennai,13.051784,80.252174,ORDER_CREATED,Order Created
EVT000013844,SHP0003099,2026-04-07 18:11:00,Mumbai,19.076243,72.886822,PICKED_UP,Picked Up
EVT000013845,SHP0003099,2026-04-08 06:11:00,Bengaluru,12.926372,77.618809,AT_WAREHOUSE,At Warehouse
EVT000013846,SHP0003100,2026-01-23 12:11:00,Mumbai,19.08843,72.871891,ORDER_CREATED,Order Created
EVT000013847,SHP0003100,2026-01-23 21:11:00,Bengaluru,13.022428,77.612677,PICKED_UP,Picked Up
EVT000013848,SHP0003100,2026-01-24 22:11:00,Chennai,13.082124,80.240636,AT_WAREHOUSE,At Warehouse
EVT000013849,SHP0003100,2026-01-25 12:11:00,Hyderabad,17.398998,78.459274,IN_TRANSIT,In Transit
EVT000013850,SHP0003100,2026-01-26 00:11:00,Hyderabad,17.398716,78.483312,OUT_FOR_DELIVERY,Out For Delivery
EVT000013851,SHP0003101,2026-02-02 11:22:00,Mumbai,19.091729,72.857713,ORDER_CREATED,Order Created
EVT000013852,SHP0003101,2026-02-02 17:22:00,Bengaluru,13.015175,77.615206,PICKED_UP,Picked Up
EVT000013853,SHP0003101,2026-02-03 01:22:00,Chennai,13.083022,80.272436,AT_WAREHOUSE,At Warehouse
EVT000013854,SHP0003101,2026-02-04 14:22:00,Hyderabad,17.429655,78.454693,IN_TRANSIT,In Transit
EVT000013855,SHP0003101,2026-02-04 23:22:00,Hyderabad,17.40015,78.478898,OUT_FOR_DELIVERY,Out For Delivery
EVT000013856,SHP0003102,2026-03-07 14:53:00,New Delhi,28.638792,77.225708,ORDER_CREATED,Order Created
EVT000013857,SHP0003102,2026-03-07 20:53:00,Mumbai,19.068296,72.912863,PICKED_UP,Picked Up
EVT000013858,SHP0003102,2026-03-08 10:53:00,Bengaluru,12.959437,77.576638,AT_WAREHOUSE,At Warehouse
EVT000013859,SHP0003102,2026-03-09 17:53:00,Chennai,13.099747,80.227191,IN_TRANSIT,In Transit
EVT000013860,SHP0003102,2026-03-10 02:53:00,Hyderabad,17.341461,78.47958,OUT_FOR_DELIVERY,Out For Delivery
EVT000013861,SHP0003103,2026-03-06 22:37:00,Mumbai,19.035083,72.844571,ORDER_CREATED,Order Created
EVT000013862,SHP0003103,2026-03-07 15:37:00,Bengaluru,12.976183,77.555201,PICKED_UP,Picked Up
EVT000013863,SHP0003103,2026-03-08 02:37:00,Chennai,13.045309,80.265987,AT_WAREHOUSE,At Warehouse
EVT000013864,SHP0003103,2026-03-08 01:37:00,Hyderabad,17.387893,78.544701,IN_TRANSIT,In Transit
EVT000013865,SHP0003103,2026-03-07 22:37:00,Hyderabad,17.365433,78.39728,OUT_FOR_DELIVERY,Out For Delivery
EVT000013866,SHP0003103,2026-03-09 20:37:00,Hyderabad,17.346148,78.507906,DELIVERED,Delivered
EVT000013867,SHP0003104,2026-06-10 05:48:00,Hyderabad,17.385655,78.475447,ORDER_CREATED,Order Created
EVT000013868,SHP0003104,2026-06-10 13:48:00,Mumbai,19.061302,72.823665,PICKED_UP,Picked Up
EVT000013869,SHP0003104,2026-06-11 19:48:00,Bengaluru,12.936375,77.604103,AT_WAREHOUSE,At Warehouse
EVT000013870,SHP0003104,2026-06-11 11:48:00,Chennai,13.143638,80.267999,IN_TRANSIT,In Transit
EVT000013871,SHP0003105,2026-01-23 01:24:00,New Delhi,28.559619,77.214226,ORDER_CREATED,Order Created
EVT000013872,SHP0003105,2026-01-23 17:24:00,Mumbai,19.0535,72.815749,PICKED_UP,Picked Up
EVT000013873,SHP0003105,2026-01-23 17:24:00,Bengaluru,12.984358,77.61937,AT_WAREHOUSE,At Warehouse
EVT000013874,SHP0003105,2026-01-24 22:24:00,Chennai,13.034769,80.241364,IN_TRANSIT,In Transit
EVT000013875,SHP0003106,2026-06-28 15:40:00,New Delhi,28.647589,77.170228,ORDER_CREATED,Order Created
EVT000013876,SHP0003106,2026-06-28 23:40:00,Mumbai,19.095423,72.9154,PICKED_UP,Picked Up
EVT000013877,SHP0003106,2026-06-29 15:40:00,Bengaluru,13.008353,77.601601,AT_WAREHOUSE,At Warehouse
EVT000013878,SHP0003107,2026-07-14 23:28:00,Ahmedabad,22.98197,72.572504,ORDER_CREATED,Order Created
EVT000013879,SHP0003107,2026-07-15 05:28:00,Mumbai,19.048436,72.905011,PICKED_UP,Picked Up
EVT000013880,SHP0003107,2026-07-15 19:28:00,Bengaluru,12.972099,77.580162,AT_WAREHOUSE,At Warehouse
EVT000013881,SHP0003107,2026-07-16 11:28:00,Chennai,13.099167,80.248849,IN_TRANSIT,In Transit
EVT000013882,SHP0003107,2026-07-17 11:28:00,Hyderabad,17.354565,78.472704,OUT_FOR_DELIVERY,Out For Delivery
EVT000013883,SHP0003108,2026-06-06 03:47:00,Hyderabad,17.422869,78.439944,ORDER_CREATED,Order Created
EVT000013884,SHP0003108,2026-06-06 11:47:00,Mumbai,19.085749,72.877763,PICKED_UP,Picked Up
EVT000013885,SHP0003108,2026-06-06 17:47:00,Bengaluru,12.970335,77.560317,AT_WAREHOUSE,At Warehouse
EVT000013886,SHP0003108,2026-06-08 06:47:00,Chennai,13.083853,80.270876,IN_TRANSIT,In Transit
EVT000013887,SHP0003109,2026-01-17 10:59:00,Mumbai,19.076004,72.819936,ORDER_CREATED,Order Created
EVT000013888,SHP0003109,2026-01-18 03:59:00,Bengaluru,12.982211,77.57497,PICKED_UP,Picked Up
EVT000013889,SHP0003109,2026-01-18 20:59:00,Chennai,13.071366,80.25574,AT_WAREHOUSE,At Warehouse
EVT000013890,SHP0003109,2026-01-19 10:59:00,Hyderabad,17.370838,78.441844,IN_TRANSIT,In Transit
EVT000013891,SHP0003109,2026-01-19 10:59:00,Hyderabad,17.369147,78.461027,OUT_FOR_DELIVERY,Out For Delivery
EVT000013892,SHP0003110,2026-05-28 15:15:00,Chennai,13.12255,80.227154,ORDER_CREATED,Order Created
EVT000013893,SHP0003110,2026-05-29 01:15:00,Mumbai,19.093821,72.849748,PICKED_UP,Picked Up
EVT000013894,SHP0003110,2026-05-29 15:15:00,Bengaluru,13.00293,77.622818,AT_WAREHOUSE,At Warehouse
EVT000013895,SHP0003110,2026-05-29 21:15:00,Hyderabad,17.420059,78.512875,IN_TRANSIT,In Transit
EVT000013896,SHP0003111,2026-05-26 02:18:00,Mumbai,19.146925,72.836723,ORDER_CREATED,Order Created
EVT000013897,SHP0003111,2026-05-26 10:18:00,Bengaluru,12.970337,77.58523,PICKED_UP,Picked Up
EVT000013898,SHP0003111,2026-05-27 16:18:00,Chennai,13.10103,80.291649,AT_WAREHOUSE,At Warehouse
EVT000013899,SHP0003111,2026-05-28 11:18:00,Hyderabad,17.403195,78.463386,IN_TRANSIT,In Transit
EVT000013900,SHP0003112,2026-09-05 21:19:00,Chennai,13.13955,80.314966,ORDER_CREATED,Order Created
EVT000013901,SHP0003112,2026-09-06 06:19:00,Mumbai,19.053594,72.885226,PICKED_UP,Picked Up
EVT000013902,SHP0003112,2026-09-06 19:19:00,Bengaluru,13.010905,77.607372,AT_WAREHOUSE,At Warehouse
EVT000013903,SHP0003112,2026-09-07 21:19:00,Hyderabad,17.385276,78.489208,IN_TRANSIT,In Transit
EVT000013904,SHP0003112,2026-09-07 05:19:00,Hyderabad,17.433504,78.457723,OUT_FOR_DELIVERY,Out For Delivery
EVT000013905,SHP0003112,2026-09-07 08:19:00,Hyderabad,17.408404,78.455695,DELIVERED,Delivered
EVT000013906,SHP0003113,2026-05-12 00:12:00,New Delhi,28.639926,77.219143,ORDER_CREATED,Order Created
EVT000013907,SHP0003113,2026-05-12 06:12:00,Mumbai,19.09578,72.915754,PICKED_UP,Picked Up
EVT000013908,SHP0003113,2026-05-13 02:12:00,Bengaluru,13.026409,77.64158,AT_WAREHOUSE,At Warehouse
EVT000013909,SHP0003113,2026-05-14 00:12:00,Chennai,13.079749,80.290457,IN_TRANSIT,In Transit
EVT000013910,SHP0003113,2026-05-14 20:12:00,Hyderabad,17.338161,78.534062,OUT_FOR_DELIVERY,Out For Delivery
EVT000013911,SHP0003113,2026-05-13 11:12:00,Hyderabad,17.356024,78.513109,DELIVERED,Delivered
EVT000013912,SHP0003114,2026-06-25 06:26:00,Chennai,13.046991,80.303137,ORDER_CREATED,Order Created
EVT000013913,SHP0003114,2026-06-25 15:26:00,Mumbai,19.054587,72.840706,PICKED_UP,Picked Up
EVT000013914,SHP0003114,2026-06-26 12:26:00,Bengaluru,12.97503,77.601869,AT_WAREHOUSE,At Warehouse
